"filename", "language", "Ini", "Python", "JSON", "Markdown", "HTML", "toml", "JavaScript", "Docker", "pip requirements", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/dev/Documents/packtune/react-vite/src/components/OpenModalButton/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunities/Opportunities.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunities/Opportunities.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 2, 8, 51
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunities/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesBox/OpportunitiesBox.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 2, 10, 63
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesBox/OpportunitiesBox.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 6, 36
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesBox/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesChart/OpportunitiesChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 110, 30, 252
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesChart/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesLayout/OpportunitiesLayout.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 1, 13, 80
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesLayout/OpportunitiesLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 116, 33, 264
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunitiesLayout/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunity/Opportunity.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunity/Opportunity.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 1, 7, 57
"/Users/dev/Documents/packtune/react-vite/src/components/Opportunity/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
